,id,title,url,description,imageUrls,price,location
14,1724765375,playmobil arctic expedition,https://kijiji.ca/v-toys-games/edmonton/playmobil-arctic-expedition/1724765375,"Playmobil polar set - skis, snow shoes, sleds, polar bear Cash only",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/77/778ee6e9-05cc-4ed2-aeb4-b73091315029?rule=kijijica-200-jpg'],1500.0,Edmonton
15,1724760913,Fischer Ski's & Poles,https://kijiji.ca/v-ski/edmonton/fischer-skis-poles/1724760913,"Fischer Ski's Highlite and Bamboo Poles Cross Country Ski's are 77"" H Poles are 52"" H Made in Austria",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/17/17f2a6fa-a005-49cc-a365-ae683d5fc67d?rule=kijijica-200-jpg'],2000.0,St. Albert
16,1724756462,Snowboard/ Ski helmet ,https://kijiji.ca/v-snowboard/edmonton/snowboard-ski-helmet/1724756462,Snowboard /Ski Helmet,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7e/7e944048-cade-4e55-a964-238a7a94368c?rule=kijijica-200-jpg'],4000.0,Edmonton
17,1724752175,All Season Wagon,https://kijiji.ca/v-baby-stroller-carrier-car-seat/edmonton/all-season-wagon/1724752175,All season wagon in great shape. Always stored indoors. Comes with skis for winter.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/79/7919376b-fc42-4012-b4a4-dd869e8ca182?rule=kijijica-200-jpg'],15000.0,Edmonton
18,1724745832,Rossignal ladies ski boots,https://kijiji.ca/v-ski/edmonton/rossignal-ladies-ski-boots/1724745832,Size 7-7.5 ladies ski boots use 3 times,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/55/55a392a6-a3e2-4ecc-a2c0-6280f9094a98?rule=kijijica-200-jpg'],3500.0,West Edmonton
19,1724738484,vintage women’s one piece ski suit ,https://kijiji.ca/v-ski/edmonton/vintage-women-s-one-piece-ski-suit/1724738484,"This item has been dry cleaned. It is a size 8. Canadian made back in the day. No tears; zipper works. Let’s get it out on the slopes again. Or, just look good out and about on a chilly winter day:)",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/46/460a7a6f-7a85-444e-9521-51279e147b0f?rule=kijijica-200-jpg'],12000.0,Edmonton
20,1724734828,Ski Pants,https://kijiji.ca/v-ski/edmonton/ski-pants/1724734828,"IF YOU SEE IT, I HAVE IT, DON'T ASK. I DO NOT DELIVER ANYWHERE FOR ANY REASON. Arctix Men's medium ski pants. Velcro staps on the sides to adjust waist, zippered pockets, pant cuffs and snaps. ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/03/039446ac-8004-43a8-b9fc-3bf3fafc6981?rule=kijijica-200-jpg'],2000.0,Edmonton
21,1681463773,Nordica Firearrow Junior Ski Boots and Ski,https://kijiji.ca/v-ski/edmonton/nordica-firearrow-junior-ski-boots-and-ski/1681463773,"Nordica ski boots used once, still in original packing and box. Like new condition. Junior size 24.5. Ski with Marker 7.0 bindings. Ski length 125 cm. From a nonsmoking and pet free home. Why rent? ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/03/03f99016-3432-494b-aad9-3d8814fb78e8?rule=kijijica-200-jpg'],18000.0,Northwest Edmonton
22,1724704233,Obrien Kids Waterskis,https://kijiji.ca/v-water-sport/edmonton/obrien-kids-waterskis/1724704233,Obrien All-Star 46 kids' water skis. These skis are designed to provide stability and control. Can be used with or without trainer bar. They are lightly used and are in excellent condition. Available ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9a/9a49c05f-3c1f-419a-ac31-765e36f1a3e4?rule=kijijica-200-jpg'],4000.0,Edmonton
23,1648777250,BGOWATU Men's Waterproof Snow Ski Jacket Warm Fleece Winter Coat,https://kijiji.ca/v-clothing-men/edmonton/bgowatu-mens-waterproof-snow-ski-jacket-warm-fleece-winter-coat/1648777250,New with tags BGOWATU Men's Waterproof Snow Ski Jacket Warm Fleece Winter Coat Mountain Insulated Windbreaker Hooded Raincoat Camo Size XL,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/60/60bdc3b5-f2f5-4729-a2cf-5b0f0c84973a?rule=kijijica-200-jpg'],7000.0,Inglewood
24,1724690620,Ski Goggles,https://kijiji.ca/v-snowboard/st-albert/ski-goggles/1724690620,"Brand New Ski/Snowboaring Goggles, Comes With Second Lens and Case.",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6f/6f32dc55-898d-433f-840a-3b8ca1181283?rule=kijijica-200-jpg'],10000.0,St. Albert
25,1724687812,Ice Fishing Equipment,https://kijiji.ca/v-fishing-camping-outdoor/edmonton/ice-fishing-equipment/1724687812,"6 Person Ice Fishing Tent on Skis $595.00 - 2 wooden boxes on skis: first box is for the ice auger, the second is for the tent , frame, heater and propane bottle Can be towed behind an ATV or Snow ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/29/29aa86bc-42fe-444c-b4b9-257903146705?rule=kijijica-200-jpg'],,Edmonton
26,1724685848,Men's jacket,https://kijiji.ca/v-clothing-men/edmonton/mens-jacket/1724685848,Ski-doo jacket men's size med. No rips or tears. Zippers all good.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3b/3bf641a2-6e96-4700-b37e-5ff89620c40c?rule=kijijica-200-jpg'],8000.0,Beaumaris
27,1724683871,Ski Goggles,https://kijiji.ca/v-ski/edmonton/ski-goggles/1724683871,"These are ski goggles with an orange lens, perfect for hitting the slopes. They've been used but are in good shape, ready for your next ski. Looking to sell these goggles to someone who can give them ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8f/8f3f3723-6475-4579-9437-2780ac2b030c?rule=kijijica-200-jpg'],3000.0,Edmonton
28,1724674591,Ski Goggles Grio,https://kijiji.ca/v-ski/edmonton/ski-goggles-grio/1724674591,To my knowledge these were never used. A very good brand and prices for this brand can go up to $250 Additional Questions: Please feel free to send a message and ask about any additional questions. ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/cc/cc0cd70e-5f7f-4a82-ad54-c850c3dca45a?rule=kijijica-200-jpg'],5000.0,Edmonton
29,1682124550,Men’s 686 Ski/Snowboard Jacket With Liner & Foursquare Pants.,https://kijiji.ca/v-ski/edmonton/men-s-686-ski-snowboard-jacket-with-liner-foursquare-pants/1682124550,Men’s 686 Ski/Snowboard Jacket with SMARTY detachable liner and Foursquare ski/snowboard pants. $150 for Jacket and $85 for pants.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c9/c9062d01-eb85-4ac0-b00a-4c94f151df73?rule=kijijica-200-jpg'],8500.0,Southwest Edmonton
30,1724662391,Volkl Skis and Pivot Bindings ,https://kijiji.ca/v-ski/st-albert/volkl-skis-and-pivot-bindings/1724662391,Only Used once! 600$ 2022 Volkl Revolt 95 181cm park skis with Look Pivot 15 bindings,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/52/52303b6a-91ca-44e4-9366-72f294d1aeb3?rule=kijijica-200-jpg'],60000.0,St. Albert
31,1715720731,Salomon Performa 6.0 ski boots size 27.5,https://kijiji.ca/v-ski/edmonton/salomon-performa-6-0-ski-boots-size-27-5/1715720731,Ski boots are in good using condition. Good for starters. EU size 43 1/3 US size 9.5 UK size 9 Flex: 80-90 (adjustable),['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ec/ec90a4d6-2d20-430b-be29-183198a04087?rule=kijijica-200-jpg'],6000.0,Edmonton
32,1724655438,Brand New Russell Woman’s Size Large Ski Pants,https://kijiji.ca/v-women-pants-shorts/edmonton/brand-new-russell-woman-s-size-large-ski-pants/1724655438,"Washed, never been worn Length: 104 cm Inseam: 71 cm Waist side to side: can stretch to 56 cm From a pet and smoke free home Pick up in Millwoods",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/47/47666068-59aa-45b3-9627-6fb80292d61b?rule=kijijica-200-jpg'],1000.0,Edmonton
33,1710661910,Cross Country Skis,https://kijiji.ca/v-ski/st-albert/cross-country-skis/1710661910,Rossignol cross country skis. Approx. 200cm. Good shape. Just the skis and clips.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/cb/cbc62f04-e4fa-47dd-b1e8-da5e56f4fb2c?rule=kijijica-200-jpg'],2500.0,Acheson
34,1724633806,Helly hansen size 9 girls winter jacket.,https://kijiji.ca/v-clothing-kid-youth/edmonton/helly-hansen-size-9-girls-winter-jacket/1724633806,Girls Helly hansen ski jacket. In very good condition. Purple and bright orange.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/da/da409b0b-0f1b-476c-a91c-72cd81de7061?rule=kijijica-200-jpg'],5000.0,Edmonton
35,1712061134,kids skis,https://kijiji.ca/v-ski/edmonton/kids-skis/1712061134,"Dynastar kids skis 100 cm long, about 39.5” All adjustments on bindings work. Asking $60 For pickup close to Edmonton expo centre. 111 ave 67 street Look at my other ads Have kids poles $10 Kids ski ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/59705ea0-6059-42bb-b1a6-f0c46d75e488?rule=kijijica-200-jpg'],6000.0,Edmonton
36,1703875843,"Brand New Rossignol Girls Size 10 Polydown Ski Jacket, BNWT",https://kijiji.ca/v-clothing-kid-youth/edmonton/brand-new-rossignol-girls-size-10-polydown-ski-jacket-bnwt/1703875843,- brand new with tags never worn - smoke and pet free home - porch pick up SW in Rutherford Official Product Descriptions: Warm kids have more fun on the mountain. The girls' Rossignol Polydown Ski ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/00/0009ed07-9d61-4ba4-81b6-a3b260b3a1d7?rule=kijijica-200-jpg'],12500.0,Edmonton
37,1724628685,Antique inlaid water skis,https://kijiji.ca/v-ski/st-albert/antique-inlaid-water-skis/1724628685,Antique inlaid water skis resanded and sealed.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6f/6f16a8d0-3e2b-467e-ab57-dd271a2c1494?rule=kijijica-200-jpg'],15000.0,St. Albert
38,1711730455,Scotch & Soda winter puffer ski jacket root beer NEW,https://kijiji.ca/v-clothing-men/edmonton/scotch-soda-winter-puffer-ski-jacket-root-beer-new/1711730455,Brand new with tags,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/81/81810350-8302-416b-b4f2-2db62e8d39af?rule=kijijica-200-jpg'],15000.0,Edmonton
39,1724606025,American Girl doll clothes and accessories sets,https://kijiji.ca/v-toys-games/edmonton/american-girl-doll-clothes-and-accessories-sets/1724606025,"Date indicated is release date with retired date in brackets. Sets include: Ski Gear 2010(2014), complete - $20 Sweet Melody 2009(2011), complete - $10 Island Luau outfit, 2007(2009), complete- $25 ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0a/0a20f7ba-0783-4aa6-b266-85646a51df90?rule=kijijica-200-jpg'],,Edmonton
40,1724562924,shoremaster seadoo lift,https://kijiji.ca/v-buy-sell-other/edmonton/shoremaster-seadoo-lift/1724562924,Sea doo lift,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/34/343dd08e-2562-4302-8b99-110dbfd7d2f9?rule=kijijica-200-jpg'],150000.0,Edmonton
41,1724242370,Vintage TRAK Loipe Cross Country Skis,https://kijiji.ca/v-art-collectibles/edmonton/vintage-trak-loipe-cross-country-skis/1724242370,Pair of vintage TRAK cross country skis being sold as is! Please note that there are scratches in the paint from age and use. Ski Length: 176 cm Color: Orange-Red,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fa/fa5479b7-03ab-4f39-8877-974c77fff3a6?rule=kijijica-200-jpg'],3000.0,Edmonton
42,1716387533,bolle kids ski goggles,https://kijiji.ca/v-ski/edmonton/bolle-kids-ski-goggles/1716387533,Bolle kids ski goggles $ 8 each. I have three. In University area. Or 3 for $20,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/8900c876-162a-47a1-9dbe-1bc2829bbafa?rule=kijijica-200-jpg'],800.0,Edmonton
43,1703655462,"Winter Jacket, Clothes - sz 14, 16, men's S, M",https://kijiji.ca/v-clothing-kid-youth/strathcona-county/winter-jacket-clothes-sz-14-16-mens-s-m/1703655462,1 - Navy and grey winter jacket - size 14/16 (fits more like 14?) - $20 - in excellent condition ** Also have a red and black Spyder ski/winter jacket - sz 14 - $89 (reg $199) - in like new ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/92/92409f3b-6813-411f-8107-8495ffea6f04?rule=kijijica-200-jpg'],,Sherwood Park
44,1346508119,☆☆☆ BURTON SNOWBOARD **WITH BINDINGS!!** + MORE!! ☆☆☆,https://kijiji.ca/v-snowboard/edmonton/burton-snowboard-with-bindings-more/1346508119,"I HAVE A BURTON SNOWBOARD *WITH BINDINGS* FOR SALE: * 163 CM SNOWBOARD WITH MEDIUM FLOW BINDINGS - $400! >> PLEASE NOTE: I Have Several Other Snowboards For Sale As Well, Ranging in Size 120 cm And ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1d/1d897294-86dc-4bdf-abfe-33d27d2a8bde?rule=kijijica-200-jpg'],40000.0,Edmonton
45,1720361294,Misc golf clubs 3 bucks each,https://kijiji.ca/v-golf/edmonton/misc-golf-clubs-3-bucks-each/1720361294,Come build a set of clubs for a low price! Nice set of Wilson irons for 140. Golf bags and skis as well.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/df/df178b03-22f5-4193-8aa5-c7423bc672c6?rule=kijijica-200-jpg'],300.0,Edmonton
46,1720503477,*Vintage* Polly Pocket Lot ...,https://kijiji.ca/v-toys-games/edmonton/vintage-polly-pocket-lot/1720503477,*Vintage* Polly Pocket Lot ... 1) 1993 Polly Pocket Pollyville - Ski Chalet - Complete Set 2) 1989 Bluebird Polly Pocket - Polly's Cafe - Complete Set 3) 1994 Polly Pocket Giraffe House - Complete ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/01/01200c4e-5b75-437f-bb6d-527fd87cbaf1?rule=kijijica-200-jpg'],50000.0,Morinville
47,1724215241,Snowmobile Jacket and Pants,https://kijiji.ca/v-clothing-men/edmonton/snowmobile-jacket-and-pants/1724215241,Extremely warm Ski- doo jacket and pants,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/62/62c880b2-b2bd-4218-9529-afd680fe3859?rule=kijijica-200-jpg'],17500.0,West Edmonton
48,1724196702,New $295 Helly Hansen Men’s Ski/Snow Pants Size Medium,https://kijiji.ca/v-ski/edmonton/new-295-helly-hansen-men-s-ski-snow-pants-size-medium/1724196702,Selling a new pair of Helly Hansen men’s ski/snow pants. Sogn model. Size men’s medium. These fit true to size or even on the tighter side so would likely be a bit tight if you typically fall ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7b/7b2de70c-84c8-467d-84e9-f78ac1fd093c?rule=kijijica-200-jpg'],7000.0,Edmonton
49,1724190413,NEW MENS LARGE Psychedelic Rippin' N' Trippin' Jetski T-Shirt | ,https://kijiji.ca/v-clothing-men/edmonton/new-mens-large-psychedelic-rippin-n-trippin-jetski-t-shirt/1724190413,"NEW MENS LARGE Psychedelic Rippin' N' Trippin' Jetski T-Shirt | Fun WaveRunner Sea-Doo Watercraft Tee for Riders, Adventurers, & Water Sports Enthusiasts Dive into adventure with our Psychedelic ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d0/d084d229-126f-4cf4-bdab-8612acd7dc1d?rule=kijijica-200-jpg'],3500.0,Edmonton
50,1711791613,Nike acg  core-Tex 2in1 jacket,https://kijiji.ca/v-clothing-men/edmonton/nike-acg-core-tex-2in1-jacket/1711791613,Nike acg jacket 2in1 size L,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b0/b086130e-da45-4ba5-8195-ab8ff185aefb?rule=kijijica-200-jpg'],70000.0,Edmonton
51,1716996483,Bolle Ski Snowboard Helmet,https://kijiji.ca/v-ski/edmonton/bolle-ski-snowboard-helmet/1716996483,Selling a new Bolle ski/snowboard helmet. Size Large 780-244-3330 please see my other ads,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d5/d5924beb-5c18-4f6b-9ecb-e341716bfd58?rule=kijijica-200-jpg'],5000.0,Edmonton
52,1724169442,Liquid Force - TR9 HDL Combo Ski Rope Handle ,https://kijiji.ca/v-water-sport/edmonton/liquid-force-tr9-hdl-combo-ski-rope-handle/1724169442,The machined EVA grip and build in floats keeps the TR9 on the surface. The PE fiber Static mainline resists tangles. Features: Dip Molded End Caps - Comfortable Endcaps Lightweight and Durable ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/21/2114c461-ef06-46ff-bf76-6ec4b4fd3d6e?rule=kijijica-200-jpg'],4000.0,Edmonton
53,1723881364,Water Skis,https://kijiji.ca/v-water-sport/edmonton/water-skis/1723881364,I have a Slalom Free Motion Fire water ski and a Slalom Connelly Team 2 water ski for sale. Both are in good condition. $60.00 for each ski,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6d/6def117d-01c1-4d14-ac33-bb6a9e7da569?rule=kijijica-200-jpg'],6000.0,Edmonton
54,1723878274,176cm Dynastar Outland 75 (Info In Description),https://kijiji.ca/v-ski/edmonton/176cm-dynastar-outland-75-info-in-description/1723878274,"176cm Dynastar Outland 75 (Info In Description) I'm In South Edmonton, Skyrattler Neighborhood, Close To 23Ave - 111Str ** De-Cluttering, So Please Check Out My Other Ads. Down Hill Skis Bought a ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/97840de0-9557-4b56-859a-733d3dc2a586?rule=kijijica-200-jpg'],11500.0,Edmonton
55,1723875287,Helly Hansen Kids ski jack & snow pants ,https://kijiji.ca/v-clothing-kid-youth/edmonton/helly-hansen-kids-ski-jack-snow-pants/1723875287,North Face Juniors Level Ski Jacket & Juniors Legendary Pants size 128/8 Excellent condition only worn twice $200 OBO Pick up / delivery available,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c4/c406d7e9-5225-49ee-af80-8dfff327d3e7?rule=kijijica-200-jpg'],20000.0,Edmonton
56,1714713842,Cross Country Skis 2 sets women’s shoes (newer and barely used),https://kijiji.ca/v-ski/edmonton/cross-country-skis-2-sets-women-s-shoes-newer-and-barely-used/1714713842,$59 each set or $100 for both. 2 sets of Salomon 400s women’s shoes (newer and barely used). 6.5 and 7.5 GB sizing. $29 each.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/16/1628ed38-6377-4e30-af31-08c385da50f4?rule=kijijica-200-jpg'],5600.0,Edmonton
57,1723850041,kids Ski boots 225,https://kijiji.ca/v-ski/edmonton/kids-ski-boots-225/1723850041,"Kids ski boots, they are 225(265mm). Lightly used, price is firm",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/98/98c6f8dd-f1ea-4b2d-a314-525f95e0fa4c?rule=kijijica-200-jpg'],8000.0,Edmonton
58,1723848287,Chariot skis,https://kijiji.ca/v-sport-other/edmonton/chariot-skis/1723848287,"Chariot skis, asking $40. Call or text 780-238-2382.",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7e/7ebdd231-d062-4502-90f6-ede25b4fb4b2?rule=kijijica-200-jpg'],4000.0,Edmonton
59,1723813405,Youth Rossignol ski boots 23.5,https://kijiji.ca/v-ski/edmonton/youth-rossignol-ski-boots-23-5/1723813405,"Youth Rossignol ski boots 23.5 Boots in good shape, son just out grew them From a smoke free home.",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a0/a07bc54a-0aa2-43eb-a225-2ab5b5c3fef3?rule=kijijica-200-jpg'],3500.0,Edmonton
60,1707099039,LIKE NEW Salomon R/Prolink Combi Ski Boot Size US 5,https://kijiji.ca/v-ski/edmonton/like-new-salomon-r-prolink-combi-ski-boot-size-us-5/1707099039,"Used for 2 seasons. Selling as my daughter has outgrown them. They've been used 10 to 15 times total since we bought them (once last year as we didn't have much snow). Compatible with Prolink, NNN ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/8931bcaa-ed24-4af9-be9a-660cd26890ee?rule=kijijica-200-jpg'],10000.0,Northeast Edmonton
61,1723796305,Combi cross country ski boots,https://kijiji.ca/v-ski/edmonton/combi-cross-country-ski-boots/1723796305,Salomon Pro Combi /SC Size 8 US Used one season Cash only Must pick up,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/76/7694f1ba-3866-4fa7-abbc-e26ca312029a?rule=kijijica-200-jpg'],20000.0,Edmonton
62,1723783626,Girls Downhill Ski Boots. 320/250. Salomon.,https://kijiji.ca/v-ski/edmonton/girls-downhill-ski-boots-320-250-salomon/1723783626,Girls Downhill Ski Boots. 320/250. Salomon. Older but still useable. $20 Cash or e-transfer Coliseum Area / Elmwood Park Shipping extra,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/65/652fb98b-2a45-48b4-851c-be229e932044?rule=kijijica-200-jpg'],2000.0,Edmonton
63,1723760723,Seadoo jet skis for sale,https://kijiji.ca/v-water-sport/edmonton/seadoo-jet-skis-for-sale/1723760723,"2015 Seadoo matching jet skis in excellent condition with low hours. 155 HP with Intelligent Braking and Reverse. Both machines have a new battery, dock fenders, paddles, fire extinguisher, boarding ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1c/1c1212df-7a99-4d0c-8d57-49f2889edaf0?rule=kijijica-200-jpg'],2200000.0,Ardrossan
64,1723727165,Whistler X-Treme Series Winter Jacket,https://kijiji.ca/v-clothing-men/edmonton/whistler-x-treme-series-winter-jacket/1723727165,"Get ready to brave the elements with this reliable, used Whistler X-Treme Series black winter jacket, designed to keep you warm and dry in chilly conditions. This jacket is great for everyday use or ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5d/5d7032d3-3066-4d72-b527-eeda1684582f?rule=kijijica-200-jpg'],7500.0,Edmonton
65,1703152684,Salomon 195cm skis,https://kijiji.ca/v-ski/edmonton/salomon-195cm-skis/1703152684,Brand new Salomon 195 cm skis Edges a little rusty due to storage Bindings never installed Salomon 625 bindings - toe piece only Plus Salomon Equipe 977 bindings - missing screws $50 cash FCFS No ...,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b5/b5fe2d4e-2903-4959-a9a9-c1a2bde977eb?rule=kijijica-200-jpg'],5000.0,Edmonton
66,1715832691,Men’s Seadoo 5 mil 2 pc Wetsuit (Large),https://kijiji.ca/v-water-sport/st-albert/men-s-seadoo-5-mil-2-pc-wetsuit-large/1715832691,Men’s Seafood 5 mill 2 pc Wetsuit (large),['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3a/3a735851-6683-414b-8d72-65f4234cd0cc?rule=kijijica-200-jpg'],5000.0,Spruce Grove
67,1676055679,"Oilers Winter Jacket, ski pants, mittens size 6",https://kijiji.ca/v-clothing-kid-youth/edmonton/oilers-winter-jacket-ski-pants-mittens-size-6/1676055679,Great condition. Size 6 for child. Oilers reversible winter jacket Black ski pants 3 pairs of Mittens. $30 for everything. Non smoking home Pick up North Edm Cash Only,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f0/f0785df7-9691-448c-8212-790c40d129f2?rule=kijijica-200-jpg'],2000.0,Edmonton
68,1697028594,men's body glove wet suite 2m ExLarge,https://kijiji.ca/v-water-sport/edmonton/mens-body-glove-wet-suite-2m-exlarge/1697028594,body glove short WS used twice mens xl,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c9/c9dffbf3-58e3-4b7a-ab6c-d9d0facb4334?rule=kijijica-200-jpg'],4500.0,North Central Edmonton
69,1723693240,Ski equipment,https://kijiji.ca/v-ski/edmonton/ski-equipment/1723693240,"The whole package. Everything you need to hit the slopes this season. Skis, bindings, boots, poles, jacket/pants This is all top of the line equipment. Kastle Speed Machine GS (200), Salomon 957 ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/98/98412e3c-9351-4f89-b0a4-5f17e0d6fd09?rule=kijijica-200-jpg'],49900.0,Edmonton
70,1713216718,Elan 130cm skis with Salomon ski boots 23/shoe size 5,https://kijiji.ca/v-ski/edmonton/elan-130cm-skis-with-salomon-ski-boots-23-shoe-size-5/1713216718,"They are in good condition, no major damages. Elan 130cm skis with easy adjustable bindings. Salomon ski boots, Mondo 23, 276mm, kids shoe size 5.",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3a/3aec8e55-921a-4be6-97e4-90ddde683459?rule=kijijica-200-jpg'],16000.0,North Central Edmonton
71,1712216976,NEW (L) GEMYSE Men's Waterproof Ski Snow Jacket,https://kijiji.ca/v-clothing-men/edmonton/new-l-gemyse-mens-waterproof-ski-snow-jacket/1712216976,NEW (L) GEMYSE Men's Waterproof Ski Snow Jacket AS PICTURED ASKING WAY WAY WAY UNDER COST AT ONLY 45.00 RON 780-TWO66-4673 - 4850,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/33/333c0b53-e961-4358-a128-924a4e86ced8?rule=kijijica-200-jpg'],4500.0,Southeast Edmonton
72,1723652030,Rossignol Skis,https://kijiji.ca/v-ski/edmonton/rossignol-skis/1723652030,167 all Mountain skis Regular camber Newly waxed and sharpened,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/90/90c26337-ebc8-46b7-807c-8d40c22bab78?rule=kijijica-200-jpg'],12000.0,Edmonton
73,1675995609,SKI EXERCISE MACHINE,https://kijiji.ca/v-exercise-equipment/edmonton/ski-exercise-machine/1675995609,TUNTURI XC560 ski exercise machine - like new condition - hardly used. Paid over $900 for this machine - selling for $75.00 A reasonable offer will be accepted! Manual included!,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f5/f53e38fd-8a3f-4298-b9ce-9a8d0d4e279e?rule=kijijica-200-jpg'],7500.0,Ottewell
74,1708445077,Kids Ski Boots,https://kijiji.ca/v-ski/edmonton/kids-ski-boots/1708445077,Size 16.5 kids Head Ski boots,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0d/0d577e1e-dc47-4f99-a57d-097741035ffd?rule=kijijica-200-jpg'],1500.0,Edmonton
75,1723564162,Ski boots - size 8 1/2,https://kijiji.ca/v-ski/edmonton/ski-boots-size-8-1-2/1723564162,Used but in good condition boots. Doesn't include skis.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1b/1b61a320-6044-4959-b67e-156459a05b3a?rule=kijijica-200-jpg'],4000.0,Edmonton
76,1699567041,Mountain Warehouse Snow Mens Ski Jacket New,https://kijiji.ca/v-clothing-men/edmonton/mountain-warehouse-snow-mens-ski-jacket-new/1699567041,"Color: Light/dark grey Waterproof - IsoDry fabric has a breathable material to allow perspiration out and keep you dry Breathable - The fabric allows perspiration to pass out of the garment, keeping ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/54/547d5af5-e839-43a5-9765-d5375a86df8e?rule=kijijica-200-jpg'],12000.0,Edmonton
77,1723548626,HO CDX-1 Slalom Ski,https://kijiji.ca/v-water-sport/strathcona-county/ho-cdx-1-slalom-ski/1723548626,"Upgrade your slalom ski game. Very good condition HO CDX-1 slalom ski with double suicide boots. Graphite composite ski with stiff aluminum top. 68” length Boots are left foot forward setup, X-Large ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/74/74469756-33df-472b-bebc-b354dbfaa69f?rule=kijijica-200-jpg'],45000.0,Strathcona County
